Designator,Mid X,Mid Y,Rotation,Layer
BT1,171.9,-112.55,0.0,bottom
D1,178.98,-86.85,0.0,top
D2,164.53,-86.85,0.0,top
R4,188.65,-72.7,45.0,top
R5,155.5,-72.7,135.0,top
SW1,172.299999,-97.25,0.0,bottom
