Designator,Mid X,Mid Y,Rotation,Layer
BT1,128.727481,-99.577647,47.5,bottom
D1,136.737507,-116.962491,185.0,top
D2,143.662366,-83.288902,310.0,top
D3,187.183974,-107.316025,220.0,top
D4,184.349218,-99.163528,171.0,top
R1,138.099999,-109.899999,235.0,top
R2,151.399999,-101.0,156.0,top
R3,178.1,-108.5,24.0,top
R4,177.1,-103.8,12.0,top
SW1,145.628438,-112.532525,185.0,top
SW2,155.092288,-111.704545,185.0,top
SW3,164.557601,-110.893279,185.0,top
